카페 번호,카페 이름,도로명 주소,Lat,Lon,URL
1925792791,쿠잉제과,전남 목포시 옥암로96번길 1 3동 쿠잉제과,34.8077969,126.4267151,https://m.place.naver.com/restaurant/1925792791/home
1261422106,샐러드메이트,전남 목포시 양을로 42 상가동 101호,34.8006657,126.3818295,https://m.place.naver.com/restaurant/1261422106/home
1474571905,스텔라,"전남 목포시 유동로36번길 22-8 . 1,2층(중동1가)",34.7849361,126.3830003,https://m.place.naver.com/restaurant/1474571905/home
1786346270,꾸지뽕 왕꽈배기,전남 목포시 남해로63번길 24,34.7923399,126.4028687,https://m.place.naver.com/restaurant/1786346270/home
1573483059,더왈츠,전남 목포시 하당로 36,34.7980081,126.4217575,https://m.place.naver.com/restaurant/1573483059/home
809435540,차휴,전남 목포시 산정로238번길 6,34.8091025,126.3890978,https://m.place.naver.com/restaurant/809435540/home
1429698648,프롬서산카페,전남 목포시 보리마당로22번길 13,34.7820381,126.3768325,https://m.place.naver.com/restaurant/1429698648/home
1324709518,당과담,전남 목포시 백년대로307번길 9 당과담,34.8050573,126.4206202,https://m.place.naver.com/restaurant/1324709518/home
1882698561,오리진 커피 로스터즈,전남 목포시 미항로 75 ORIGIN,34.7942634,126.429194,https://m.place.naver.com/restaurant/1882698561/home
1440757048,플래너스터디카페,전남 목포시 원산중앙로 28 3층,34.8080618,126.3756335,https://m.place.naver.com/restaurant/1440757048/home
1009784971,하루호두,전남 목포시 원산로145번길 8 1층,34.8110648,126.3817727,https://m.place.naver.com/restaurant/1009784971/home
1820837283,또봄카페,전남 목포시 백년대로323번길 7 1층 또봄카페,34.8056858,126.4221332,https://m.place.naver.com/restaurant/1820837283/home
1806190204,투썸플레이스 목포석현점,전남 목포시 옥암로 190 1층 101호 102호,34.8151742,126.4218204,https://m.place.naver.com/restaurant/1806190204/home
13401866,코코호도 하당점,전남 목포시 신흥로45번길 2,34.8034951,126.425781,https://m.place.naver.com/restaurant/13401866/home
1599376883,포니케이크,전남 목포시 신흥로83번길 20 상가동 103호,34.8067539,126.4293683,https://m.place.naver.com/restaurant/1599376883/home
1481926172,골목커피,전남 목포시 원산로 38 차오름 1층 골목커피,34.8035041,126.373778,https://m.place.naver.com/restaurant/1481926172/home
1603055730,리본스터디카페 하당점,"전남 목포시 비파로43번길 7 2층, 리본스터디카페 하당점",34.8021023,126.4263785,https://m.place.naver.com/restaurant/1603055730/home
1418849316,카페살라토,전남 목포시 호남로64번길 23,34.7922443,126.3850754,https://m.place.naver.com/restaurant/1418849316/home
1038472632,굿스고로케앤꽈배기 목포점,전남 목포시 삼향천로 20-1 굿스고로케앤꽈배기,34.8037018,126.4350073,https://m.place.naver.com/restaurant/1038472632/home
1712765856,빽다방 옥암점,전남 목포시 당가두로 18,34.8079635,126.4379146,https://m.place.naver.com/restaurant/1712765856/home
1748426375,빽다방 목포용해점,전남 목포시 연산백련로 13 1층,34.8175496,126.3920469,https://m.place.naver.com/restaurant/1748426375/home
1692970931,트리플에이커피 남악옥암점,전남 목포시 남악2로 54 남악프라자1 제 101호 트리플에이커피,34.809944,126.4552319,https://m.place.naver.com/restaurant/1692970931/home
846262023,테바,전남 목포시 평화로 42 테바 카페,34.7948769,126.4301367,https://m.place.naver.com/restaurant/846262023/home
1650333195,뚜레쥬르 목포하당점,전남 목포시 원형로 44-2 1층,34.7993993,126.4319177,https://m.place.naver.com/restaurant/1650333195/home
1858760649,이츠루카,전남 목포시 수문로 32 트윈스타 상가 1층 104호,34.7929782,126.382733,https://m.place.naver.com/restaurant/1858760649/home
36656046,배스킨라빈스 목포북항,전남 목포시 청호로 192 1층,34.8074606,126.3723182,https://m.place.naver.com/restaurant/36656046/home
33811409,할리스 목포평화점,전남 목포시 미항로 129,34.7967419,126.4343757,https://m.place.naver.com/restaurant/33811409/home
1351812835,컴포즈커피 목포상동점,전남 목포시 옥암로 114 1층 컴포즈커피 목포상동점,34.8091766,126.425744,https://m.place.naver.com/restaurant/1351812835/home
12898676,배스킨라빈스 목포하당점,전남 목포시 비파로43번길 31-1 (상동) 1층,34.8009173,126.4239921,https://m.place.naver.com/restaurant/12898676/home
1924932196,그루브,전남 목포시 원산로59번길 34 1층,34.8072734,126.3731931,https://m.place.naver.com/restaurant/1924932196/home
1148692618,라르고하,"전남 목포시 허사로81번길 37 1,2층",34.7588795,126.3585648,https://m.place.naver.com/restaurant/1148692618/home
1229787034,카페비비알오,전남 목포시 수문로 32 111호,34.7929782,126.382733,https://m.place.naver.com/restaurant/1229787034/home
16784983,파리바게뜨 목포하당점,전남 목포시 신흥로 16 (상동 983-6) 1층,34.8016821,126.4229773,https://m.place.naver.com/restaurant/16784983/home
1000435751,테라스하우스,"전남 목포시 영산로75번길 21 3층, 4층, 5층",34.790998,126.3839255,https://m.place.naver.com/restaurant/1000435751/home
1288829083,퐁당파인,전남 목포시 원산로 67 107호,34.8056869,126.3759012,https://m.place.naver.com/restaurant/1288829083/home
1341823230,스텝업,전남 목포시 복산길6번길 35,34.8059869,126.4360018,https://m.place.naver.com/restaurant/1341823230/home
1946150954,메가MGC커피 목포하당점,전남 목포시 비파로43번길 30 1층,34.8013686,126.4241188,https://m.place.naver.com/restaurant/1946150954/home
1746529306,와플칸 목포점,전남 목포시 장미로 50 1층 와플칸목포,34.802588,126.4267802,https://m.place.naver.com/restaurant/1746529306/home
1565202151,이디야커피 목포대성점,전남 목포시 양을로 59 1층,34.8030441,126.3823129,https://m.place.naver.com/restaurant/1565202151/home
1487048077,드로잉카페 화가의집,전남 목포시 차범석길23번길 3-1,34.7925396,126.3792663,https://m.place.naver.com/restaurant/1487048077/home
1552324312,요커 목포하당점,전남 목포시 백년대로 304 104호,34.8036968,126.4210892,https://m.place.naver.com/restaurant/1552324312/home
1004947667,비건베이커리 쿠비쿠비,전남 목포시 하당로 100 1층,34.8005214,126.4157827,https://m.place.naver.com/restaurant/1004947667/home
1847358717,원메이드,전남 목포시 영산로59번길 32-1 1층 원메이드,34.7909339,126.3836438,https://m.place.naver.com/restaurant/1847358717/home
1100737072,메가MGC커피 목포북항점,전남 목포시 청호로 177,34.8063436,126.3730101,https://m.place.naver.com/restaurant/1100737072/home
1121858352,김은주화과자점,전남 목포시 번화로 60 1층,34.7871178,126.3855431,https://m.place.naver.com/restaurant/1121858352/home
1398433486,큰별스터디카페,전남 목포시 청호로219번길 30 북항N노을스페이스 202호,34.8074618,126.3675125,https://m.place.naver.com/restaurant/1398433486/home
1843915719,투엔포카페,전남 목포시 대양산단로125번길 179-12 2동 104호,34.8320039,126.3896285,https://m.place.naver.com/restaurant/1843915719/home
1007498849,카페몬드리안,전남 목포시 평화로 86 1층 카페몬드리안,34.7968953,126.4342675,https://m.place.naver.com/restaurant/1007498849/home
1234572700,카페섶,전남 목포시 섶나루길 31 1층,34.8094121,126.4161579,https://m.place.naver.com/restaurant/1234572700/home
1175093074,배스킨라빈스 목포상동점,전남 목포시 하당로 264,34.8103378,126.4249337,https://m.place.naver.com/restaurant/1175093074/home
1142233621,커피볶는칼디,전남 목포시 원산중앙로 10-3,34.8066558,126.3746018,https://m.place.naver.com/restaurant/1142233621/home
36256113,엔제리너스커피 목포법원프라자점,전남 목포시 후광대로 110,34.8109061,126.4450083,https://m.place.naver.com/restaurant/36256113/home
1324396400,메가MGC커피 목포상동중앙점,전남 목포시 텃골로13번길 76 1층,34.8163349,126.4184226,https://m.place.naver.com/restaurant/1324396400/home
1167762993,태연꽃채움 앙금플라워케이크,전남 목포시 마파지로 5 1층,34.7979551,126.383337,https://m.place.naver.com/restaurant/1167762993/home
1075899448,퐁치커피익스프레스 목포용당점,전남 목포시 양을로 224 상가2동 113호,34.8113479,126.3944424,https://m.place.naver.com/restaurant/1075899448/home
1261548678,커피앤스토리,전남 목포시 미항로 77 커피앤스토리,34.7943218,126.4293161,https://m.place.naver.com/restaurant/1261548678/home
1862984748,더벤티 목포하당점,전남 목포시 부흥로 83 1층,34.8037461,126.4299124,https://m.place.naver.com/restaurant/1862984748/home
1286223953,마노커피,전남 목포시 영산로40번길 20 1층,34.7851132,126.3831419,https://m.place.naver.com/restaurant/1286223953/home
1206526818,투티프루티,전남 목포시 원형서로 48-1 1층 투티프루티,34.7969282,126.4307014,https://m.place.naver.com/restaurant/1206526818/home
1122136464,흰수염고래,전남 목포시 삼학로 329,34.8002536,126.4084786,https://m.place.naver.com/restaurant/1122136464/home
1235549011,레드블랙커피,전남 목포시 미항로 195 레드블랙 커피,34.799746,126.4380478,https://m.place.naver.com/restaurant/1235549011/home
1350326055,만호,전남 목포시 해안로237번길 19-4,34.7872610999999,126.3859379,https://m.place.naver.com/restaurant/1350326055/home
1170391698,평화로오백빵,전남 목포시 평화로 3 . 1층 평화로오백빵,34.7977558,126.4280174,https://m.place.naver.com/restaurant/1170391698/home
38483999,투썸플레이스 목포북항점,전남 목포시 원산중앙로 7,34.8071288,126.3738887,https://m.place.naver.com/restaurant/38483999/home
1680916974,공감,전남 목포시 마인계터로 44 카페 공감,34.7905239,126.3832067,https://m.place.naver.com/restaurant/1680916974/home
1261390200,우주라이크커피 목포이로점,전남 목포시 이로로 3 1층,34.8053967,126.4058429,https://m.place.naver.com/restaurant/1261390200/home
1478451251,꽃마리,전남 목포시 후광대로105번길 17-1,34.8123689,126.4433104,https://m.place.naver.com/restaurant/1478451251/home
1963314021,커피베이 평화광장점,전남 목포시 평화로 41,34.7952525,126.429706,https://m.place.naver.com/restaurant/1963314021/home
1142312566,메리보아,전남 목포시 용두로10번길 2 1층,34.7998485,126.3963457,https://m.place.naver.com/restaurant/1142312566/home
1751773176,공차 목포북항점,전남 목포시 청호로 180,34.8067365,126.3731592,https://m.place.naver.com/restaurant/1751773176/home
1528812680,카페포셀린,전남 목포시 영산로75번길 3-1 카페포셀린,34.7894801,126.3848017,https://m.place.naver.com/restaurant/1528812680/home
564850177,비마이갸또,전남 목포시 수문로 80,34.7953257,126.3790701,https://m.place.naver.com/restaurant/564850177/home
1540883274,매머드익스프레스 목포신세계병원점,전남 목포시 백년대로 258 1층,34.8016966,126.4167023,https://m.place.naver.com/restaurant/1540883274/home
1856309798,후르츠볼,전남 목포시 호남로64번길 29-2 1층,34.7916798,126.3848273,https://m.place.naver.com/restaurant/1856309798/home
944293868,오가다 목포포미연산점,전남 목포시 연산백련로1번길 8-4 샤인빌 1층 오가다 목포포미연산점,34.8165236,126.3923995,https://m.place.naver.com/restaurant/944293868/home
1966493975,스푼스,전남 목포시 영산로75번길 13-1 스푼스,34.7903443,126.3842902,https://m.place.naver.com/restaurant/1966493975/home
16838524,백제당제과점,전남 목포시 산정로 174,34.804116,126.3919609,https://m.place.naver.com/restaurant/16838524/home
1980473958,오쇼잉,전남 목포시 영산로59번길 30 목포극장 1층 오쇼잉,34.790523,126.383916,https://m.place.naver.com/restaurant/1980473958/home
36827596,파스쿠찌 목포용해점,전남 목포시 용해지구로 1,34.8169674,126.3990002,https://m.place.naver.com/restaurant/36827596/home
1042646265,디저트39 목포산정점,전남 목포시 청호로 176 쥬빌리 메디칼센터 1층,34.8064407,126.3736127,https://m.place.naver.com/restaurant/1042646265/home
37039388,카페 밀물,전남 목포시 영산로 64 1층 카페 밀물,34.7883286,126.3849012,https://m.place.naver.com/restaurant/37039388/home
1510493668,리게인스터디카페 목포북항점,전남 목포시 청호로 188,34.8073398,126.3725146,https://m.place.naver.com/restaurant/1510493668/home
33937451,카페푸르미르,전남 목포시 미항로 165 카페 푸르미르,34.798322,126.437655,https://m.place.naver.com/restaurant/33937451/home
37775717,요거프레소 평화광장점,전남 목포시 평화로107번길 27 요거프레소 평화광장점,34.8003511,126.4340009,https://m.place.naver.com/restaurant/37775717/home
1721249190,문리버,전남 목포시 만호로 21-2 1층,34.7844316,126.3830888,https://m.place.naver.com/restaurant/1721249190/home
1787597186,빽다방 목포터미널점,전남 목포시 영산로 515 1층,34.8116469,126.4177166,https://m.place.naver.com/restaurant/1787597186/home
16734062,파리바게뜨 목포북항점,전남 목포시 청호로 192-1 .,34.8075425,126.372223,https://m.place.naver.com/restaurant/16734062/home
1934402037,컴포즈커피 목포평화광장점,전남 목포시 원형로 20 1층,34.7973919999999,126.4316327,https://m.place.naver.com/restaurant/1934402037/home
33021936,탐앤탐스 목포상동점,전남 목포시 원형동로 10,34.7986611,126.4329711,https://m.place.naver.com/restaurant/33021936/home
1295057643,오지파머스커피,전남 목포시 번영로 172 대경천사캐슬 1층 101호,34.8118801,126.4195073,https://m.place.naver.com/restaurant/1295057643/home
31492636,까페치노,전남 목포시 유달로 1 까페치노,34.780553,126.3730549,https://m.place.naver.com/restaurant/31492636/home
1817633216,달담케이크,전남 목포시 청호로 177 104호 달담케이크,34.8064608,126.373194,https://m.place.naver.com/restaurant/1817633216/home
1169229875,빽다방 목포북항골든점,전남 목포시 원산중앙로 10 105호,34.8070059,126.3743463,https://m.place.naver.com/restaurant/1169229875/home
1981629809,오프그레이커피,전남 목포시 상리로15번길 1-2 1층 오프그레이커피,34.81297,126.4165818,https://m.place.naver.com/restaurant/1981629809/home
1451559187,이화떡케이크,전남 목포시 마인계터로39번길 2-1,34.7907377,126.3829072,https://m.place.naver.com/restaurant/1451559187/home
1984290705,메가MGC커피 목포연산점,전남 목포시 원산중앙로 107 연산주공아파트상가동 106호,34.8127335,126.3817992,https://m.place.naver.com/restaurant/1984290705/home
37547087,마시청,전남 목포시 북항로 71 마시청,34.799801,126.3766152,https://m.place.naver.com/restaurant/37547087/home
417666132,이디야커피 목포백련점,전남 목포시 연산백련로7번길 2-14,34.8175763,126.3919287,https://m.place.naver.com/restaurant/417666132/home
36439550,던킨 목포기독병원점,전남 목포시 백년대로297번길 3 상동,34.8042021,126.4198399,https://m.place.naver.com/restaurant/36439550/home
1116659223,엘리펀트앤코카롱,전남 목포시 삼향천로91번길 10,34.8078006,126.4299369,https://m.place.naver.com/restaurant/1116659223/home
1161183986,컴포즈커피 목포용당점,전남 목포시 동부로 5 1층,34.8044427,126.3949877,https://m.place.naver.com/restaurant/1161183986/home
1218980116,하루일기카페,전남 목포시 남악1로16번길 22-11 1층,34.8072872,126.4505182,https://m.place.naver.com/restaurant/1218980116/home
1115621359,빽다방 목포역점,전남 목포시 수문로 9 1층,34.7914695,126.3847882,https://m.place.naver.com/restaurant/1115621359/home
30868225,파스쿠찌 목포장미의거리점,전남 목포시 장미로 56 (상동) 상동 1003-1 1F,34.8028833,126.4273695,https://m.place.naver.com/restaurant/30868225/home
1616277675,큰별스터디카페 포미점,전남 목포시 포미로 8 2층 큰별스터디카페,34.8166976,126.3978492,https://m.place.naver.com/restaurant/1616277675/home
1239514290,아이차,전남 목포시 복산길 16-1 1층,34.8040216,126.4364421,https://m.place.naver.com/restaurant/1239514290/home
1178003742,와플랑 목포하당점,전남 목포시 평화로 44 2층,34.794971,126.4302386,https://m.place.naver.com/restaurant/1178003742/home
1293693992,메가MGC커피 목포포미점,전남 목포시 용해지구로 11,34.8169626,126.398131,https://m.place.naver.com/restaurant/1293693992/home
1608796131,대단한탕후루 목포석현점,전남 목포시 영산로565번길 9 상가동 107호,34.8148407,126.4185382,https://m.place.naver.com/restaurant/1608796131/home
1097320596,해피니스,전남 목포시 백년대로 288 1층,34.8029479,126.4197371,https://m.place.naver.com/restaurant/1097320596/home
1062402751,셀렉토커피 목포하당점,전남 목포시 옥암로 16,34.8015348,126.4311119,https://m.place.naver.com/restaurant/1062402751/home
1055825674,갑순이라이브 7080,전남 목포시 통일대로 42-1 2층,34.7985708,126.4295901,https://m.place.naver.com/restaurant/1055825674/home
1850417071,메가MGC커피 목포상동점,전남 목포시 백년대로 324,34.8046662,126.4229159,https://m.place.naver.com/restaurant/1850417071/home
1762533095,메가MGC커피 목포미항점,전남 목포시 미항로 137-1 1층,34.7970699,126.4350655,https://m.place.naver.com/restaurant/1762533095/home
